number,value,datetime_start,datetime_complete,duration,params_access_type,params_correlation_threshold,params_cv_threshold,params_lightgbm_learning_rate,params_lightgbm_max_depth,params_lightgbm_n_estimators,params_lightgbm_subsample,params_lr_C,params_lr_class_weight,params_lr_penalty,params_max_features,params_missing_threshold,params_model_family,params_prefix_end,params_rf_class_weight,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_n_estimators,params_selection_method,params_threshold,params_window_size,params_window_start,params_xgboost_learning_rate,params_xgboost_max_depth,params_xgboost_n_estimators,params_xgboost_subsample,user_attrs_access_type,user_attrs_detection_metric,user_attrs_feasible,user_attrs_latest_index,user_attrs_model_family,user_attrs_n_features_selected,user_attrs_observation_fraction,state
55,0.11939804332838228,2026-06-16 20:06:44.184068,2026-06-16 20:06:48.321890,0 days 00:00:04.137822,prefix,0.967177719773568,0.13359481132997425,,,,,,,,76.0,0.550337941110203,xgboost,158.0,,,,,,mutual_info,0.4568043483462103,,,0.031083786378183948,4.0,172.0,0.9285387049814152,prefix,0.14617770434533142,True,158,xgboost,68.2,0.2677966101694915,COMPLETE
56,0.19411977418095755,2026-06-16 20:06:48.322903,2026-06-16 20:06:59.782086,0 days 00:00:11.459183,prefix,0.8633679358486841,0.018802185857778642,,,,,,,,,0.45578711613278866,random_forest,103.0,balanced_subsample,15.0,sqrt,17.0,665.0,none,0.2535372752614669,,,,,,,prefix,0.21157740129960162,True,103,random_forest,62.8,0.17457627118644067,COMPLETE
57,0.17166055144680906,2026-06-16 20:06:59.782639,2026-06-16 20:07:22.267383,0 days 00:00:22.484744,prefix,0.8710509992183767,0.008805805721573263,,,,,,,,36.0,0.43466807184746487,random_forest,94.0,balanced_subsample,17.0,sqrt,17.0,709.0,model_importance,0.24984760870378975,,,,,,,prefix,0.18759275483663956,True,94,random_forest,21.8,0.15932203389830507,COMPLETE
58,0.15639173354869457,2026-06-16 20:07:22.267383,2026-06-16 20:07:32.364133,0 days 00:00:10.096750,prefix,0.8634050799604261,0.0016155332706586627,,,,,,,,,0.38568188103946643,random_forest,42.0,balanced_subsample,14.0,sqrt,19.0,654.0,none,0.1840887189335041,,,,,,,prefix,0.16351037761649118,True,42,random_forest,37.6,0.0711864406779661,COMPLETE
59,0.19433046177901006,2026-06-16 20:07:32.364133,2026-06-16 20:07:46.787024,0 days 00:00:14.422891,prefix,0.9112854377651235,0.019816458997430876,,,,,,,,,0.4570392739795658,random_forest,146.0,balanced_subsample,15.0,sqrt,15.0,733.0,none,0.3058451238634571,,,,,,,prefix,0.21907622449087447,True,146,random_forest,87.8,0.24745762711864408,COMPLETE
60,0.1361785161484252,2026-06-16 20:07:46.787024,2026-06-16 20:08:05.648043,0 days 00:00:18.861019,prefix,0.912127412587393,0.005028930319387236,,,,,,,,,0.45352310172798244,random_forest,338.0,balanced_subsample,14.0,sqrt,15.0,728.0,none,0.09556193427824966,,,,,,,prefix,0.1934666517416455,True,338,random_forest,189.0,0.5728813559322034,COMPLETE
61,0.18709521153373826,2026-06-16 20:08:05.648043,2026-06-16 20:08:18.583392,0 days 00:00:12.935349,prefix,0.9437521757112085,0.017265509054934996,,,,,,,,,0.4519705872242391,random_forest,139.0,balanced_subsample,7.0,sqrt,12.0,638.0,none,0.3122877468597021,,,,,,,prefix,0.21065453356763655,True,139,random_forest,88.4,0.23559322033898306,COMPLETE
62,0.15751849644396862,2026-06-16 20:08:18.583392,2026-06-16 20:08:32.627704,0 days 00:00:14.044312,prefix,0.948506094165659,0.017403249662491817,,,,,,,,,0.4327839136441129,random_forest,194.0,balanced_subsample,7.0,sqrt,13.0,638.0,none,0.32000332336553766,,,,,,,prefix,0.19039985237617202,True,194,random_forest,124.8,0.3288135593220339,COMPLETE
63,0.19242752902451507,2026-06-16 20:08:32.627704,2026-06-16 20:08:45.986605,0 days 00:00:13.358901,prefix,0.9878151634458038,0.030588404159585116,,,,,,,,,0.39624256148461484,random_forest,98.0,balanced_subsample,15.0,sqrt,17.0,793.0,none,0.26237437155463655,,,,,,,prefix,0.20903769851604048,True,98,random_forest,55.8,0.16610169491525423,COMPLETE
64,0.18257069183850405,2026-06-16 20:08:45.986605,2026-06-16 20:08:59.354038,0 days 00:00:13.367433,prefix,0.98778092600229,0.029620709212710507,,,,,,,,,0.4008126678866286,random_forest,106.0,balanced_subsample,15.0,sqrt,18.0,792.0,none,0.3019281000885502,,,,,,,prefix,0.2005367935334193,True,106,random_forest,63.2,0.17966101694915254,COMPLETE
65,0.19613719063178436,2026-06-16 20:08:59.354038,2026-06-16 20:09:25.401036,0 days 00:00:26.046998,prefix,0.9614871936517451,0.02103406893158496,,,,,,,,22.0,0.34202271570788256,random_forest,146.0,balanced_subsample,8.0,sqrt,12.0,748.0,model_importance,0.2060722296839606,,,,,,,prefix,0.22088295334364877,True,146,random_forest,22.0,0.24745762711864408,COMPLETE
66,0.1496695656945164,2026-06-16 20:09:25.402146,2026-06-16 20:09:49.190571,0 days 00:00:23.788425,prefix,0.9727885824538444,0.010927033439911808,,,,,,,,24.0,0.3546804217230555,random_forest,175.0,balanced,22.0,sqrt,17.0,736.0,model_importance,0.20453848172422925,,,,,,,prefix,0.17933058264366894,True,175,random_forest,24.0,0.2966101694915254,COMPLETE
67,0.039950331287070415,2026-06-16 20:09:49.190571,2026-06-16 20:09:55.095867,0 days 00:00:05.905296,window,0.9809501461058538,0.013880923366763935,,,,,,,,60.0,0.33147460320206973,random_forest,,balanced_subsample,16.0,sqrt,15.0,124.0,model_importance,0.23382106511249895,210.0,321.0,,,,,window,0.12995033128707043,True,531,random_forest,45.2,0.9,COMPLETE
68,0.17029918395506133,2026-06-16 20:09:55.095867,2026-06-16 20:10:23.945521,0 days 00:00:28.849654,prefix,0.9593269689024726,0.022187994978341886,,,,,,,,38.0,0.30185474296189085,random_forest,206.0,balanced_subsample,12.0,sqrt,18.0,753.0,model_importance,0.27137449996101637,,,,,,,prefix,0.20521443819234947,True,206,random_forest,37.0,0.34915254237288135,COMPLETE
69,0.16377813189876272,2026-06-16 20:10:23.945521,2026-06-16 20:10:43.125121,0 days 00:00:19.179600,prefix,0.9234729016989702,0.23925496989054934,,,,,,,,103.0,0.36802371406556794,random_forest,85.0,balanced_subsample,9.0,sqrt,13.0,691.0,model_importance,0.12659875688844957,,,,,,,prefix,0.17818491155977967,True,85,random_forest,8.4,0.1440677966101695,COMPLETE
70,0.1642086624168767,2026-06-16 20:10:43.126116,2026-06-16 20:11:10.252077,0 days 00:00:27.125961,prefix,0.9870933415021775,0.02141072252289998,,,,,,,,73.0,0.3937650337660233,random_forest,155.0,balanced_subsample,13.0,sqrt,15.0,796.0,model_importance,0.015603154234268307,,,,,,,prefix,0.19047984885755467,True,155,random_forest,29.2,0.2627118644067797,COMPLETE
71,0.16807566834715526,2026-06-16 20:11:10.254082,2026-06-16 20:11:23.154697,0 days 00:00:12.900615,prefix,0.9414750887419193,0.01793990944763427,,,,,,,,,0.4457777172034419,random_forest,142.0,balanced_subsample,6.0,sqrt,11.0,684.0,none,0.2585750228129027,,,,,,,prefix,0.19214346495732476,True,142,random_forest,86.2,0.24067796610169492,COMPLETE
72,0.17933637594057553,2026-06-16 20:11:23.158631,2026-06-16 20:11:28.523387,0 days 00:00:05.364756,prefix,0.9630779033589483,0.03144642548185038,,,,,,,,,0.4249961369269878,random_forest,125.0,balanced_subsample,8.0,sqrt,12.0,266.0,none,0.2847253345813635,,,,,,,prefix,0.20052281661854163,True,125,random_forest,66.6,0.211864406779661,COMPLETE
73,0.13171440419590874,2026-06-16 20:11:28.523387,2026-06-16 20:11:40.539962,0 days 00:00:12.016575,prefix,0.9341851628236582,0.013909303244809414,,,,,,,,11.0,0.47344572768989657,random_forest,110.0,balanced_subsample,12.0,sqrt,13.0,754.0,mutual_info,0.32689838636395907,,,,,,,prefix,0.15035847199251892,True,110,random_forest,11.0,0.1864406779661017,COMPLETE
74,0.17730442531525606,2026-06-16 20:11:40.540959,2026-06-16 20:11:55.065141,0 days 00:00:14.524182,prefix,0.9542765802679387,0.008314141939849392,,,,,,,,128.0,0.45490619957113754,random_forest,250.0,balanced_subsample,4.0,sqrt,17.0,686.0,univariate,0.18798975790550687,,,,,,,prefix,0.21967730667118826,True,250,random_forest,128.0,0.423728813559322,COMPLETE
75,0.13846927030006972,2026-06-16 20:11:55.065141,2026-06-16 20:11:55.716067,0 days 00:00:00.650926,prefix,0.8987636436581816,0.08156309370093259,,,,,0.043840125955487,balanced,l2,,0.3779937313922358,logistic_regression,142.0,,,,,,none,0.21844672769900766,,,,,,,prefix,0.16253706691023923,True,142,logistic_regression,60.2,0.24067796610169492,COMPLETE
76,0.12854885308477026,2026-06-16 20:11:55.716067,2026-06-16 20:12:16.715091,0 days 00:00:20.999024,prefix,0.9461343140616976,0.02552916267546043,,,,,,,,,0.4158164808717969,random_forest,475.0,balanced_subsample,16.0,sqrt,10.0,713.0,none,0.290893261801611,,,,,,,prefix,0.20905732766104146,True,475,random_forest,181.0,0.8050847457627118,COMPLETE
77,0.1847639230585288,2026-06-16 20:12:16.715091,2026-06-16 20:12:27.672004,0 days 00:00:10.956913,prefix,0.9409185663099024,0.03600009258635432,,,,,,,,,0.4409179371907802,random_forest,75.0,balanced_subsample,4.0,sqrt,12.0,799.0,none,0.3473377199694544,,,,,,,prefix,0.19747578746530844,True,75,random_forest,34.6,0.1271186440677966,COMPLETE
78,0.06814470610793553,2026-06-16 20:12:27.672004,2026-06-16 20:12:38.604040,0 days 00:00:10.932036,window,0.952728757492865,0.054699284239656996,0.009298329024822092,10.0,536.0,0.5035696415030608,,,,46.0,0.48060092053510417,lightgbm,,,,,,,univariate,0.23577451478763042,90.0,454.0,,,,,window,0.160348095938444,True,544,lightgbm,46.0,0.9220338983050848,COMPLETE
79,-1.0,2026-06-16 20:12:38.604040,2026-06-16 20:12:38.785050,0 days 00:00:00.181010,prefix,0.9232963065285241,0.10853159751044744,,,,,,,,27.0,0.3493701576816664,random_forest,2.0,,6.0,sqrt,15.0,583.0,model_importance,0.3332046722435278,,,,,,,prefix,,False,2,random_forest,0.0,0.003389830508474576,COMPLETE
80,0.1817045052694623,2026-06-16 20:12:38.788048,2026-06-16 20:12:58.938887,0 days 00:00:20.150839,prefix,0.9738039881076058,0.0066166402773624325,,,,,,,,,0.40012967262195176,random_forest,97.0,balanced,10.0,sqrt,19.0,748.0,none,0.26347922756908565,,,,,,,prefix,0.198145183235564,True,97,random_forest,82.4,0.16440677966101694,COMPLETE
81,0.18148785678512613,2026-06-16 20:12:58.938887,2026-06-16 20:13:11.885425,0 days 00:00:12.946538,prefix,0.9677603057776113,0.0013591955197262517,,,,,,,,,0.27128120010838364,random_forest,69.0,balanced_subsample,19.0,log2,16.0,622.0,none,0.16975347854597847,,,,,,,prefix,0.19318277203936343,True,69,random_forest,61.8,0.11694915254237288,COMPLETE
82,0.14301156897608056,2026-06-16 20:13:11.886432,2026-06-16 20:13:22.611460,0 days 00:00:10.725028,prefix,0.8797758009120268,0.0010942009329322872,,,,,,,,,0.4958203645661434,random_forest,39.0,balanced_subsample,25.0,log2,16.0,663.0,none,0.30258954369756913,,,,,,,prefix,0.14962173846760599,True,39,random_forest,34.8,0.06610169491525424,COMPLETE
83,0.11900765380059965,2026-06-16 20:13:22.611460,2026-06-16 20:13:32.291243,0 days 00:00:09.679783,prefix,0.912021828638732,0.004358911656662768,,,,,,,,,0.45988048099898904,random_forest,20.0,balanced_subsample,21.0,log2,17.0,664.0,none,0.3987224676229375,,,,,,,prefix,0.12239748430907423,True,20,random_forest,17.8,0.03389830508474576,COMPLETE
84,0.16548402071031695,2026-06-16 20:13:32.291243,2026-06-16 20:13:41.063087,0 days 00:00:08.771844,prefix,0.8864392125282424,0.020151309583628242,,,,,,,,,0.30163676895883923,random_forest,61.0,balanced_subsample,18.0,log2,14.0,567.0,none,0.3573558448511989,,,,,,,prefix,0.17582300376116441,True,61,random_forest,33.0,0.10338983050847457,COMPLETE
85,0.19761871539228065,2026-06-16 20:13:41.063662,2026-06-16 20:13:52.183919,0 days 00:00:11.120257,prefix,0.929347274411309,0.07171426765391267,,,,,,,,,0.43455771781571695,random_forest,155.0,balanced_subsample,15.0,sqrt,13.0,613.0,none,0.2171299206877838,,,,,,,prefix,0.22388990183295862,True,155,random_forest,72.6,0.2627118644067797,COMPLETE
86,0.173945850788572,2026-06-16 20:13:52.184919,2026-06-16 20:14:06.973429,0 days 00:00:14.788510,prefix,0.9297440146208951,0.07017483457850303,,,,,,,,,0.4142373662612394,random_forest,187.0,,15.0,sqrt,12.0,700.0,none,0.20673475337232097,,,,,,,prefix,0.2056407660428093,True,187,random_forest,98.0,0.3169491525423729,COMPLETE
87,0.1348186406661098,2026-06-16 20:14:06.973429,2026-06-16 20:14:08.488027,0 days 00:00:01.514598,prefix,0.916842323981294,0.026827555054966784,,,,,5.3816602703728975,,l1,83.0,0.43727118145326943,logistic_regression,152.0,,,,,,univariate,0.2367583409425159,,,,,,,prefix,0.16058135253051659,True,152,logistic_regression,83.0,0.2576271186440678,COMPLETE
88,0.18924945155662756,2026-06-16 20:14:08.488027,2026-06-16 20:14:16.898967,0 days 00:00:08.410940,prefix,0.9374476000448168,0.05349946028472238,,,,,,,,,0.4471833057993717,random_forest,123.0,balanced_subsample,12.0,sqrt,10.0,468.0,none,0.2861671268001069,,,,,,,prefix,0.2100969091837462,True,123,random_forest,57.2,0.20847457627118643,COMPLETE
89,0.17826672825007184,2026-06-16 20:14:16.898967,2026-06-16 20:14:26.237522,0 days 00:00:09.338555,prefix,0.901439176736296,0.05293752931030892,,,,,,,,53.0,0.4260038972336042,random_forest,122.0,balanced_subsample,12.0,sqrt,10.0,460.0,mutual_info,0.26913683888385614,,,,,,,prefix,0.19894469435176676,True,122,random_forest,53.0,0.20677966101694914,COMPLETE
90,0.10384535840874162,2026-06-16 20:14:26.237522,2026-06-16 20:14:27.695933,0 days 00:00:01.458411,window,0.9377449725963386,0.10673390180897302,0.003558877462966543,4.0,350.0,0.8467103580727243,,,,,0.47400445076109016,lightgbm,,,,,,,none,0.28629707239943997,63.0,93.0,,,,,window,0.13028603637484332,True,156,lightgbm,34.6,0.26440677966101694,COMPLETE
91,0.1874925758128748,2026-06-16 20:14:27.697048,2026-06-16 20:14:37.481575,0 days 00:00:09.784527,prefix,0.924744047347123,0.04100362878216927,,,,,,,,,0.4550127461633207,random_forest,116.0,balanced_subsample,16.0,sqrt,11.0,539.0,none,0.3111173561522588,,,,,,,prefix,0.20715359276202733,True,116,random_forest,60.4,0.19661016949152543,COMPLETE
92,0.17855563651913703,2026-06-16 20:14:37.481575,2026-06-16 20:14:47.867312,0 days 00:00:10.385737,prefix,0.925401848611338,0.03967733759972227,,,,,,,,,0.44631140077633713,random_forest,118.0,balanced_subsample,16.0,sqrt,11.0,539.0,none,0.21808813417138773,,,,,,,prefix,0.19855563651913705,True,118,random_forest,61.0,0.2,COMPLETE
93,0.18400894326582576,2026-06-16 20:14:47.868313,2026-06-16 20:14:55.102370,0 days 00:00:07.234057,prefix,0.9337338141891458,0.058987303812689566,,,,,,,,,0.43139033321223275,random_forest,89.0,balanced_subsample,15.0,sqrt,9.0,407.0,none,0.24263498661552102,,,,,,,prefix,0.19909368902853763,True,89,random_forest,38.4,0.15084745762711865,COMPLETE
94,0.1769614690194107,2026-06-16 20:14:55.102370,2026-06-16 20:15:04.714814,0 days 00:00:09.612444,prefix,0.9201116143713649,0.07558127839037494,,,,,,,,,0.3887108041304575,random_forest,172.0,balanced_subsample,18.0,sqrt,10.0,468.0,none,0.1329517015561223,,,,,,,prefix,0.20611401139229207,True,172,random_forest,85.6,0.29152542372881357,COMPLETE
95,0.1891672384055536,2026-06-16 20:15:04.714814,2026-06-16 20:15:13.451611,0 days 00:00:08.736797,prefix,0.8949066889713466,0.09447449765088065,,,,,,,,,0.40678879672076435,random_forest,210.0,balanced_subsample,13.0,sqrt,13.0,419.0,none,0.3344034188746515,,,,,,,prefix,0.22476045874453665,True,210,random_forest,101.4,0.3559322033898305,COMPLETE
96,0.17486095048204275,2026-06-16 20:15:13.452618,2026-06-16 20:15:20.317878,0 days 00:00:06.865260,prefix,0.8942777367470557,0.1492792194983132,,,,,,,,,0.4111140394549971,random_forest,150.0,balanced_subsample,13.0,sqrt,13.0,411.0,none,0.34182041889065734,,,,,,,prefix,0.20028467929560206,True,150,random_forest,57.4,0.2542372881355932,COMPLETE
97,0.19070805563477783,2026-06-16 20:15:20.318872,2026-06-16 20:15:27.375680,0 days 00:00:07.056808,prefix,0.9118346056090294,0.08791045705356189,,,,,,,,118.0,0.42010384061004435,random_forest,202.0,balanced_subsample,13.0,sqrt,14.0,339.0,univariate,0.17529976207047945,,,,,,,prefix,0.22494534377037106,True,202,random_forest,101.4,0.3423728813559322,COMPLETE
98,0.18452934156190515,2026-06-16 20:15:27.376678,2026-06-16 20:15:32.169768,0 days 00:00:04.793090,prefix,0.9116959024122855,0.04933219384841531,,,,,,,,139.0,0.42134786646894457,random_forest,100.0,balanced_subsample,11.0,sqrt,14.0,279.0,univariate,0.1784641986432492,,,,,,,prefix,0.20147849410427804,True,100,random_forest,49.2,0.1694915254237288,COMPLETE
99,0.17723074775972403,2026-06-16 20:15:32.169768,2026-06-16 20:15:37.960883,0 days 00:00:05.791115,prefix,0.903838559001671,0.03336910915065863,,,,,,,,108.0,0.37619844479347675,random_forest,224.0,,14.0,log2,15.0,355.0,univariate,0.15980724922758444,,,,,,,prefix,0.2151968494546393,True,224,random_forest,108.0,0.37966101694915255,COMPLETE
