sensor,mean_abs_shap,shap_lift,spc_flag_rate
sensor_098,0.0005142232275386937,-8.094963874353053e-05,0.01694915254237288
sensor_228,0.0005119621273858731,-0.00012187751606101276,0.012711864406779662
sensor_267,0.0005076449353885368,-0.00010599429252610294,0.0
sensor_077,0.0004980899222432452,0.00012566837366446233,0.00423728813559322
sensor_088,0.0004934355613287053,3.563666694897837e-05,0.012711864406779662
sensor_586,0.0004896464874625562,-1.548598735656591e-05,0.00423728813559322
sensor_120,0.0004881218642112959,0.0005576913262453305,0.025423728813559324
sensor_177,0.00048696939816215306,-4.9324443754719837e-05,0.0
sensor_221,0.0004811691106005863,1.1817290717239967e-05,0.00847457627118644
sensor_238,0.0004773403881542014,0.00010844447320351303,0.00423728813559322
sensor_084,0.0004771810029326551,-7.27699244335802e-05,0.00423728813559322
sensor_542,0.00047630182447609877,0.00042589549349267226,0.0
sensor_214,0.00047389056067386777,0.0002200753645500852,0.0211864406779661
sensor_051,0.00047098555752525545,0.00021022395104998022,0.0
sensor_099,0.0004708108519021511,-0.0002834317112147008,0.00423728813559322
sensor_570,0.0004688682464370858,-0.0003664235106326972,0.0
