sensor,mean_abs_shap,shap_lift,spc_flag_rate,composite_score
sensor_426,0.015048779244668135,0.004919036156088087,0.0031847133757961785,0.041806649762973824
sensor_550,0.01332642067085127,0.00890171191909953,0.0031847133757961785,0.04131294559836994
sensor_181,0.020109280308097357,0.0075104051371338845,0.0,0.04075137384620694
sensor_067,0.014041664986426278,-0.002400530842138542,0.0031847133757961785,0.03837792729979936
sensor_060,0.013118588689616047,0.00490941576176025,0.0031847133757961785,0.03835587925403862
sensor_167,0.0073947810485646154,-0.0023852303786629403,0.006369426751592357,0.03827096660166063
sensor_166,0.0062020793098031,0.0012787119101753508,0.006369426751592357,0.03542572631185317
sensor_564,0.0,0.0,0.009554140127388535,0.03529411764705882
sensor_526,0.012509393525492634,0.0013133598081811228,0.0031847133757961785,0.03493923799787112
sensor_062,0.005297408304624905,0.001634888226917372,0.006369426751592357,0.03404201593900337
sensor_154,0.018955242474663323,0.0001183435633755124,0.0,0.03390340632644906
sensor_046,0.011340170276125484,0.0011549209865677902,0.0031847133757961785,0.03275005496887897
sensor_472,0.010374989908052887,-0.003800418797172837,0.0031847133757961785,0.03274136648640215
sensor_134,0.010437427363636505,0.003337823761242886,0.0031847133757961785,0.03255312438048468
sensor_083,0.015203820571954406,0.003614068511486683,0.0,0.029473276495564395
sensor_548,0.015597542108295741,-0.0019366672911053497,0.0,0.02908928843958041
sensor_028,0.013423511888121874,-0.005297414337279245,0.0,0.02738666915800989
sensor_520,0.007979689019637262,0.0009351716428795644,0.0031847133757961785,0.026610726761359654
sensor_255,0.007758418654312626,-0.0013598270552368627,0.0031847133757961785,0.026490945215490697
sensor_337,0.0,0.0,0.006369426751592357,0.023529411764705882
sensor_136,0.01157420836820988,-0.0014603323913935764,0.0,0.021600846916429956
sensor_482,0.011518480996613331,-0.0012544214491882813,0.0,0.02136801066233428
sensor_170,0.009002639493492724,0.002790913006062087,0.0,0.017873670740482843
sensor_040,0.0059151888159355666,0.010188084978593406,0.0,0.017155763192842205
sensor_418,0.008190966286766195,0.0011231387551239266,0.0,0.015344821192697785
sensor_051,0.007189172927917138,-0.0035394118121360204,0.0,0.015122304689044599
sensor_521,0.0,0.0,0.0031847133757961785,0.011764705882352941
sensor_487,0.0029454345627581103,-0.0014698913928163936,0.0,0.006208485145946907
sensor_074,0.0,0.0,0.0,0.0
